Listing ID,Price ($),Description,Location,Bedrooms,Bathrooms,Unit Type,Parking,Size (sqft),Website
1742868962,"1,445.00",Large 2-bedroom apartment for Rent in Plateau,"De Lorimier, Montreal",2,1,Apartment,0,1000,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/large-2-bedroom-apartment-for-rent-in-plateau/1742868962
1734229946,"1,890.00",Gardenia - Condos à Louer à Lachine,"Lasalle Park, Montréal",2,2,Condo,0,942,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/gardenia-condos-a-louer-a-lachine/1734229946
1739087871,Please Contact,2255 (B) et 2325 Dandurand Commercial et Industrielle a louer,"La Petite-Patrie, Montréal",5,6,Apartment,3,30000,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/2255-b-et-2325-dandurand-commercial-et-industrielle-a-louer/1739087871
1742868784,975.00,3 1/2 Valleyfield wifi inclus et chat accepté,"Salaberry-de-Valleyfield, Salaberry-de-Valleyfield",1,1,Basement,1,650,https://www.kijiji.ca/v-apartments-condos/ouest-de-lile-qc/3-1-2-valleyfield-wifi-inclus-et-chat-accepte/1742868784
1742868567,"1,350.00","Rent / Louer 3.5, 4.5","Snowdon, Côte Saint-Luc",1,1,Apartment,0,500,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/rent-louer-3-5-4-5/1742868567
1742868395,"1,421.00",logement à louer - cession de bail,"Repentigny, Laval / North Shore",2,1,Apartment,1,N/A,https://www.kijiji.ca/v-apartments-condos/laval-rive-nord/logement-a-louer-cession-de-bail/1742868395
1741230214,"3,167.00",5 1/2 - St-Constant,"Saint-Constant, Saint-Constant",3,2,Condo,1,1510,https://www.kijiji.ca/v-apartments-condos/longueuil-rive-sud/5-1-2-st-constant/1741230214
1741228825,"2,106.00",4 1/2 - St-Constant,"Saint-Constant, Saint-Constant",2,1,Condo,1,1024,https://www.kijiji.ca/v-apartments-condos/longueuil-rive-sud/4-1-2-st-constant/1741228825
1742304087,"3,249.00",✨ OPPORTUNITÉ RARE À BLAINVILLE – LOCAL PROFESSIONNEL ✨,"Blainville, Blainville",N/A,N/A,N/A,N/A,N/A,https://www.kijiji.ca/v-commercial-office-space/laval-rive-nord/opportunite-rare-a-blainville-local-professionnel/1742304087
1742868131,999.00,Appartement 2 1/2,"Parc-Extension, City of Montréal",N/A,N/A,N/A,N/A,N/A,https://www.kijiji.ca/v-room-rental-roommate/ville-de-montreal/appartement-2-1-2/1742868131
1742760799,Please Contact,3.½ Apartment in Chateauguay. well furnished,"Châteauguay, West Island",1.5,1,Apartment,1,650,https://www.kijiji.ca/v-apartments-condos/ouest-de-lile-qc/3-apartment-in-chateauguay-well-furnished/1742760799
1742868053,925.00,Appartement 1 1/2 a louer. Studio 1 1/2 for rent,"Parc-Extension, Montreal",0,1,Apartment,0,340,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/appartement-1-1-2-a-louer-studio-1-1-2-for-rent/1742868053
1742867910,550.00,Chambre a louer pour fille,"Ahuntsic, Montréal",N/A,N/A,N/A,N/A,N/A,https://www.kijiji.ca/v-room-rental-roommate/ville-de-montreal/chambre-a-louer-pour-fille/1742867910
1742867585,"1,245.00","Nice 4 1/2 renovated, hot water included Beautiful West Island","Brook Park, Montreal",2,1,Apartment,1,800,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/nice-4-1-2-renovated-hot-water-included-beautiful-west-island/1742867585
1742867402,695.00,"AUBAINE 2 chambres libres proches HEC, POLY, UDM Sept. fin Avril","Édouard-Montpetit, Outremont",N/A,N/A,N/A,N/A,N/A,https://www.kijiji.ca/v-room-rental-roommate/ville-de-montreal/aubaine-2-chambres-libres-proches-hec-poly-udm-sept-fin-avril/1742867402
1742856139,"1,700.00",Magnifique 4 1/2 sur le Plateau Mont-Royal (des Erables/Gilford),"Parc-Laurier, Montreal",2,1,Apartment,0,1000,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/magnifique-4-1-2-sur-le-plateau-mont-royal-des-erables-gilford/1742856139
1742866981,Please Contact,CHAMBRES FERMÉES MEUBLÉES À VERDUN ,"Verdun, City of Montréal",N/A,N/A,N/A,N/A,N/A,https://www.kijiji.ca/v-room-rental-roommate/ville-de-montreal/chambres-fermees-meublees-a-verdun/1742866981
1738874455,"1,500.00",warehouse/Garage,"Mount Royal Industrial, City of Montréal",N/A,N/A,N/A,N/A,N/A,https://www.kijiji.ca/v-storage-parking/ville-de-montreal/warehouse-garage/1738874455
1742020349,"1,650.00",Luxueux Condo 3 1/2 semi-équipé en plein coeur de Montréal,"Quartier-des-Spectacles, Montreal",1,1.5,Condo,0,625,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/luxueux-condo-3-1-2-semi-equipe-en-plein-coeur-de-montreal/1742020349
1734802843,"1,890.00",4½ meublé tout inclus – 2 chambres – Disponible – 1990$/mo,"Rosemont, Montréal",2,1.5,Apartment,1,1041,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/4-meuble-tout-inclus-2-chambres-disponible-1990-mo/1734802843
1737231140,850.00,Room 850$ Metro Jolicoeur,"Côte-Saint-Paul, Montreal",N/A,N/A,N/A,N/A,N/A,https://www.kijiji.ca/v-room-rental-roommate/ville-de-montreal/room-850-metro-jolicoeur/1737231140
1742866620,985.00,Studio - Apartment (CDN-NDG) - $985/mo,"Notre-Dame-de-Grâce, Montreal",0,1,Apartment,0,450,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/studio-apartment-cdn-ndg-985-mo/1742866620
1742866514,"1,770.00",Luxueux 1000 pi² avec Foyer au gaz dans HOMA   5 1/2,"Hochelaga-Maisonneuve, Montréal",3,1,Apartment,0,1000,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/luxueux-1000-pi-avec-foyer-au-gaz-dans-homa-5-1-2/1742866514
1742866382,"1,850.00",5 et demi à louer,"Roger Rousseau Park, City of Montréal",3,1,Duplex/Triplex,0,N/A,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/5-et-demi-a-louer/1742866382
1742729904,"2,500.00",Immense Logement 1900 p.c.  a Louer pret du metro monk,"Ville-Émard, Montreal",3.5,1,Apartment,1,1900,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/immense-logement-1900-p-c-a-louer-pret-du-metro-monk/1742729904
1742866114,"1,395.00",4 ½  rénové – Appartement style condo – Ahuntsic / Villeray,"Saint-Simon, Montréal",2,1,Apartment,0,900,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/4-renove-appartement-style-condo-ahuntsic-villeray/1742866114
1742864170,"1,350.00",Downtown - Superb 3 1/2 Furnished Condo - Semi Basement,"Shaughnessy Village, Montreal",1,1,Condo,0,700,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/downtown-superb-3-1-2-furnished-condo-semi-basement/1742864170
1742864242,"1,215.00",4 et demi - Hochelaga - Électros + cour arrière - 1er octobre,"Hochelaga-Maisonneuve, Montréal",2,1,Apartment,0,650,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/4-et-demi-hochelaga-electros-cour-arriere-1er-octobre/1742864242
1742864200,"1,050.00","Studio - Hochelaga - Électros, WiFi, thermopompe inclus - Dispo!","Hochelaga-Maisonneuve, Montréal",0,1,Apartment,0,350,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/studio-hochelaga-electros-wifi-thermopompe-inclus-dispo/1742864200
1742864213,"2,000.00",Downtown/Atwater - Nice Furnished 5 1/2 for rent - Semi Basement,"Shaughnessy Village, Montreal",3,1,Apartment,0,1000,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/downtown-atwater-nice-furnished-5-1-2-for-rent-semi-basement/1742864213
1742864247,"1,350.00",4 et demi - Tout inclus avec électros - Rosemont - Disponible!,"Étienne Desmarteaux, Montréal",2,1,Apartment,0,750,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/4-et-demi-tout-inclus-avec-electros-rosemont-disponible/1742864247
1742864184,"1,295.00",Mile-End - Beau Grand 3 1/2 Disponible Maintenant,"Mile End, Montreal",1,1,Apartment,0,800,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/mile-end-beau-grand-3-1-2-disponible-maintenant/1742864184
1741889213,"1,900.00",4.5 Condo appartement à louer-Ahuntsic-Cartierville-Aldea,Montreal,2,1,Apartment,0,N/A,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/4-5-condo-appartement-a-louer-ahuntsic-cartierville-aldea/1741889213
1732640368,"2,300.00",MDV loft 1cc-condo appartement luxe à louer à Outremont-Milhaus,City of Montréal,1,1,Apartment,0,N/A,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/mdv-loft-1cc-condo-appartement-luxe-a-louer-a-outremont-milhaus/1732640368
1729845223,"1,565.00",3.5 condo appartement a louer LaSalle MTL-Vida,City of Montréal,1,1,Condo,0,N/A,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/3-5-condo-appartement-a-louer-lasalle-mtl-vida/1729845223
1725765295,"1,695.00","41/2, 4.5, rénové,à louer, for rent,,McMasterville",McMasterville,2,1,Apartment,1,N/A,https://www.kijiji.ca/v-apartments-condos/longueuil-rive-sud/41-2-4-5-renove-a-louer-for-rent-mcmasterville/1725765295
1740561569,"1,650.00",1 mois gratuit- Magnifique 4 1/2 (2 chambres) - Près du REM Mont,City of Montréal,2,1,Apartment,0,834,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/1-mois-gratuit-magnifique-4-1-2-2-chambres-pres-du-rem-mont/1740561569
1734581885,"1,595.00",4 1/2 Luxueux + au bord de l'eau! Lasalle (19),City of Montréal,2,1,Apartment,0,N/A,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/4-1-2-luxueux-au-bord-de-leau-lasalle-19/1734581885
1742854691,"1,995.00",Cession de bail | Superbe 3 ½ lumineux à Montréal,"Pierre Elliott Trudeau Park, Outremont",1,1,Condo,0,600,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/cession-de-bail-superbe-3-lumineux-a-montreal/1742854691
1742854634,"1,750.00",SUPERBE 4 ½ MEUBLÉ AVEC JARDINET ET COUR ARRIÈRE – LE PLATEAU,"Saint-Louis, Montréal",1,1,Condo,0,750,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/superbe-4-meuble-avec-jardinet-et-cour-arriere-le-plateau/1742854634
1741137313,"1,399.00",Saint Laurent 3 Bedroom Apartment for Rent - 1415 - 1800 Rue Cre,City of Montréal,3,1,Apartment,0,856,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/saint-laurent-3-bedroom-apartment-for-rent-1415-1800-rue-cre/1741137313
1742722300,"1,395.00","3 1/2 ,tout meublé ,chauffé, éclairé, internet inclus.","De Lorimier, Montréal",1,1,Apartment,0,550,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/3-1-2-tout-meuble-chauffe-eclaire-internet-inclus/1742722300
1742854474,"1,675.00",Lachine Condos 1-2-3 Bedrooms . Near Lasalle,"Lasalle Park, Lachine",2,1.5,Apartment,0,558,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/lachine-condos-1-2-3-bedrooms-near-lasalle/1742854474
1723045629,"2,006.00",*Bright & Spacious 3 bdr TOWNHOUSE for rent in West Island,West Island,3,2,Apartment,0,N/A,https://www.kijiji.ca/v-apartments-condos/ouest-de-lile-qc/bright-spacious-3-bdr-townhouse-for-rent-in-west-island/1723045629
1742854344,"1,950.00",SUPERBE  6 1/2 PLATEAU CACHET,"Parc-Laurier, City of Montréal",4,1,Apartment,0,1400,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/superbe-6-1-2-plateau-cachet/1742854344
1742854296,"1,750.00",SUPERBE 4 ½ MEUBLÉ AVEC JARDINET ET COUR ARRIÈRE – LE PLATEAU,"Saint-Louis, Montréal",N/A,N/A,N/A,N/A,N/A,https://www.kijiji.ca/v-short-term-rental/ville-de-montreal/superbe-4-meuble-avec-jardinet-et-cour-arriere-le-plateau/1742854296
1708210567,"1,990.00",3 1//2 dans un projet locatif moderne à Place Gare Viger,Montréal,0,1,Apartment,1,500,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/3-1-2-dans-un-projet-locatif-moderne-a-place-gare-viger/1708210567
1708206664,"1,690.00",Studio dans un projet locatif moderne à Place Gare Viger,Montréal,0,1,Apartment,1,446,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/studio-dans-un-projet-locatif-moderne-a-place-gare-viger/1708206664
1708210480,"1,522.00",Studio dans un projet locatif moderne à Place Gare Viger,Montréal,0,1,Apartment,1,402,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/studio-dans-un-projet-locatif-moderne-a-place-gare-viger/1708210480
1740233521,"1,700.00",4 ½ à LOUER - 4 ½ for RENT - 3 chambres,"Saint-Leonard East, City of Montréal",3,1,Apartment,0,N/A,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/4-a-louer-4-for-rent-3-chambres/1740233521
1742854234,"2,035.00","3 1/2 Logements disponibles, La Citadine du Plateau-Mont-Royal","Mile End, Montreal",1,1,Apartment,0,665,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/3-1-2-logements-disponibles-la-citadine-du-plateau-mont-royal/1742854234
1742854226,"1,695.00","Furnished and utility included in new building,Oct 1","Griffintown, Montreal",1,1,Apartment,0,500,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/furnished-and-utility-included-in-new-building-oct-1/1742854226
1742854141,850.00,Room for rent,"Thorndale, Pierrefonds-Roxboro",N/A,N/A,N/A,N/A,N/A,https://www.kijiji.ca/v-room-rental-roommate/ouest-de-lile-qc/room-for-rent/1742854141
1742854110,"1,675.00",A louer 4 1/2 à Verdun,"Verdun, City of Montréal",2,1,Apartment,0,32,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/a-louer-4-1-2-a-verdun/1742854110
1729087572,849.00,❤️NDG Room to rent - ✨Student Living Made Easy✨,"Notre-Dame-de-Grâce, City of Montréal",N/A,N/A,N/A,N/A,N/A,https://www.kijiji.ca/v-room-rental-roommate/ville-de-montreal/ndg-room-to-rent-student-living-made-easy/1729087572
1742853986,"1,340.00",BEAU 4.5 MONTREAL NORD LIBRE MAINTENANT,"Bourassa, Montréal",2,1,Apartment,0,700,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/beau-4-5-montreal-nord-libre-maintenant/1742853986
1742853901,750.00,chambre à louer ,"Laurendeau, Longueuil / South Shore",4,2,House,1,36,https://www.kijiji.ca/v-apartments-condos/longueuil-rive-sud/chambre-a-louer/1742853901
1742621981,"2,100.00","6½ Rosemont Gem, Spacious 3 Bedroom, fully equipped","La Petite-Patrie, Montreal",4.5,1,Apartment,0,1000,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/6-rosemont-gem-spacious-3-bedroom-fully-equipped/1742621981
1742621082,"1,150.00","3 1/2 ensoleillé, près de tous les services, avec 2 balcons","Villeray, Montréal",1,1,Apartment,0,750,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/3-1-2-ensoleille-pres-de-tous-les-services-avec-2-balcons/1742621082
1742853809,"1,350.00",3 1/2 TOUT INCLUS – PRÈS MÉTRO CÔTE-VERTU & REM BOIS-FRANC,"Val-Royal, City of Montréal",1.5,1,Apartment,0,880,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/3-1-2-tout-inclus-pres-metro-cote-vertu-rem-bois-franc/1742853809
1742853798,"1,500.00",Appartements à louer à Longueuil,"Saint-Jean-Vianney, Longueuil",3,1,Apartment,1,1100,https://www.kijiji.ca/v-apartments-condos/longueuil-rive-sud/appartements-a-louer-a-longueuil/1742853798
1742853788,"1,950.00",2 Bedrooms & 1Bathroom Available in Downtown Montreal,"sector S, Brossard",2,1,Apartment,0,608,https://www.kijiji.ca/v-apartments-condos/longueuil-rive-sud/2-bedrooms-1bathroom-available-in-downtown-montreal/1742853788
1742853740,"2,200.00",Espace commercial à louer pour bureau professionnel ou clinique,"Rosemont, Montréal",N/A,N/A,N/A,N/A,N/A,https://www.kijiji.ca/v-commercial-office-space/ville-de-montreal/espace-commercial-a-louer-pour-bureau-professionnel-ou-clinique/1742853740
1742853721,"1,760.00","Laval, métro Cartier 5 1/2","Laval-des-Rapides, Laval",3,1,Apartment,1,1100,https://www.kijiji.ca/v-apartments-condos/laval-rive-nord/laval-metro-cartier-5-1-2/1742853721
1742853719,"1,765.00","Spacieux 5 1/2 en haut duplex, 500$ rabais pour septembre","Bellerive, Montréal",3,1,Apartment,0,1250,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/spacieux-5-1-2-en-haut-duplex-500-rabais-pour-septembre/1742853719
1742853704,"1,450.00",1 Bedroom Condo for Rent | Condo 1 chambre à louer | TERREBONNE,"Lachenaie, Terrebonne",1,1,Condo,1,630,https://www.kijiji.ca/v-apartments-condos/laval-rive-nord/1-bedroom-condo-for-rent-condo-1-chambre-a-louer-terrebonne/1742853704
1742853691,700.00,chambre à louer ,"Duvernay, Laval / North Shore",0,1,Apartment,1,100,https://www.kijiji.ca/v-apartments-condos/laval-rive-nord/chambre-a-louer/1742853691
1736153157,995.00,SUNNY STUDIO - Parc Extension - Metro ACADIE,City of Montréal,0,1,Apartment,0,N/A,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/sunny-studio-parc-extension-metro-acadie/1736153157
1741844008,"1,100.00",RENOVATED 3.5  AVAILABLE SEPT - Downtown - Place des Arts Metro,"Milton-Parc, Montreal",1,1,Apartment,0,N/A,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/renovated-3-5-available-sept-downtown-place-des-arts-metro/1741844008
1738225569,"1,175.00",Cozy 3.5 available SEPT - ACADIE - PARC - EXTENSION,City of Montréal,1,1,Apartment,0,N/A,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/cozy-3-5-available-sept-acadie-parc-extension/1738225569
1741836110,975.00,Studio AVAILABLE SEPTEMBER - Place des Arts Metro,Montreal,0,1,Apartment,0,500,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/studio-available-september-place-des-arts-metro/1741836110
1737910005,"1,150.00",RENOVATED 3.5 available SEPT 1st - ACADIE METRO - Parc-Ex,City of Montréal,1,1,Apartment,0,N/A,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/renovated-3-5-available-sept-1st-acadie-metro-parc-ex/1737910005
1730824706,950.00,STUDIO AVAILABLE NOW - ACADIE METRO - Parc-Ex,City of Montréal,0,1,Apartment,0,N/A,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/studio-available-now-acadie-metro-parc-ex/1730824706
1737910003,"1,500.00",4.5 AVAILABLE SEPT 1ST -  Parc Extension - JEAN TALON,City of Montréal,2,1,Apartment,0,N/A,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/4-5-available-sept-1st-parc-extension-jean-talon/1737910003
1742853511,"1,450.00",Condo for Rent at 1210 Boul. Lucille-Teasdale Terrebone,"Chomedey, Laval",1,1,Condo,1,737,https://www.kijiji.ca/v-apartments-condos/laval-rive-nord/condo-for-rent-at-1210-boul-lucille-teasdale-terrebone/1742853511
1742853485,800.00,Chambre à louer métro Villa Maria ,"Notre-Dame-de-Grâce, City of Montréal",N/A,N/A,N/A,N/A,N/A,https://www.kijiji.ca/v-room-rental-roommate/ville-de-montreal/chambre-a-louer-metro-villa-maria/1742853485
1742853462,"1,700.00",Anjou 4 ½ situé au 2 ième étage 1700$/mo Parc de Talcy,"Peterborough Park, Montréal",2,1,Apartment,0,900,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/anjou-4-situe-au-2-ieme-etage-1700-mo-parc-de-talcy/1742853462
1742853406,"1,470.00","4 1/2 À LOUER À MONTRÉAL (Mercier-est/Tétrautville), H1L 2A7","Mercier-Est / Tétreaultville, Montreal",2,1,Apartment,0,975,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/4-1-2-a-louer-a-montreal-mercier-est-tetrautville-h1l-2a7/1742853406
1740239648,"1,646.00","4 1/2,bedroom,louer,rent,St-Leonard, imm neuf",St-Léonard,2,1,Condo,0,N/A,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/4-1-2-bedroom-louer-rent-st-leonard-imm-neuf/1740239648
1731288189,895.00,"2.5, Studio, à louer,for rent , Charleroi, Montreal-Nord",City of Montréal,0,1,Apartment,0,N/A,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/2-5-studio-a-louer-for-rent-charleroi-montreal-nord/1731288189
1731148289,"1,508.00","3 1/2, 1 chambre, a louer, condo, immeuble neuf, Montreal",City of Montréal,1,1,Apartment,0,N/A,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/3-1-2-1-chambre-a-louer-condo-immeuble-neuf-montreal/1731148289
1740718323,"1,495.00","4 1/2 4.5, 2,chambres,bedrooms,louer, Cartierville, metro Sauvé",City of Montréal,2,1,Apartment,0,N/A,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/4-1-2-4-5-2-chambres-bedrooms-louer-cartierville-metro-sauve/1740718323
1740967482,"1,719.00","31/2,1,chambres,louer,rent,centre-ville,Montréal,mont-royal",City of Montréal,1,1,Apartment,0,N/A,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/31-2-1-chambres-louer-rent-centre-ville-montreal-mont-royal/1740967482
1735715891,"1,495.00","3 1/2, 1,chambre, bedroom, for,rent, Saint Laurent, St-Laurent",Saint-Laurent,1,1,Apartment,0,N/A,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/3-1-2-1-chambre-bedroom-for-rent-saint-laurent-st-laurent/1735715891
1525863879,"1,075.00",1½ 2½ 3½ 4½ - NDG/COTE ST-LUC - Appartement a loué TOUT INCLUS,City of Montréal,0,1,Apartment,0,N/A,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/1-2-3-4-ndg-cote-st-luc-appartement-a-loue-tout-inclus/1525863879
1735732161,"1,495.00","4.5, à louer, blvd métropolitain,St-Léonard",Montréal,2,1,Apartment,0,N/A,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/4-5-a-louer-blvd-metropolitain-st-leonard/1735732161
1742862423,600.00,"! GREAT Room in RECENT CONDO, 4 BDR 2BTH, 2km west from Downtown","Notre-Dame-de-Grâce, Côte-Des-Neiges—Notre-Dame-De-Grâce",N/A,N/A,N/A,N/A,N/A,https://www.kijiji.ca/v-room-rental-roommate/ville-de-montreal/great-room-in-recent-condo-4-bdr-2bth-2km-west-from-downtown/1742862423
1742862356,795.00,Chambres meublées Colocations Etudiant(e)s intl Teccard UQAM etc,"Hochelaga-Maisonneuve, Montréal",N/A,N/A,N/A,N/A,N/A,https://www.kijiji.ca/v-room-rental-roommate/ville-de-montreal/chambres-meublees-colocations-etudiant-e-s-intl-teccard-uqam-etc/1742862356
1742862006,"2,200.00",Appartement de 2 chambres à louer / 2-bedroom apartment for rent,"Mile End, Montreal",2,1,Apartment,1,950,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/appartement-de-2-chambres-a-louer-2-bedroom-apartment-for-rent/1742862006
1742862002,"2,500.00",In the heart of downtown one minutes walk from metro ,"Shaughnessy Village, City of Montréal",N/A,N/A,N/A,N/A,N/A,https://www.kijiji.ca/v-short-term-rental/ville-de-montreal/in-the-heart-of-downtown-one-minutes-walk-from-metro/1742862002
1742861875,"2,095.00","5 ½ à louer, LUMINEUX, Terrebonne _Aucun voisin au-dessus","Terrebonne, Terrebonne",3,1,Apartment,2,N/A,https://www.kijiji.ca/v-apartments-condos/laval-rive-nord/5-a-louer-lumineux-terrebonne-_aucun-voisin-au-dessus/1742861875
1742861797,"1,300.00",Downtown Montreal Condo/Condo Centre-Ville de Montréal,"Golden Square Mile, Montréal",1,1,Condo,0,532,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/downtown-montreal-condo-condo-centre-ville-de-montreal/1742861797
